Mito,Nuc,Sex,Day,Day2,rep,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err
ZH33,OreAC,F,Day,072924A,2,ZH33_OreAC_F_Day_072924A_5,92,142,1.1518,11.2212,0.9339,0.0,0.035
ZH33,OreAC,F,Day,072924A,2,ZH33_OreAC_F_Day_072924A_6,86,136,2.4935,-67.7303,0.9749,0.0,0.0452
ZH33,OreAC,F,Day,072924A,2,ZH33_OreAC_F_Day_072924A_all,92,142,1.4333,-4.1067,0.9899,0.0,0.0163
ZH33,OreAC,F,Day,072924A,3,ZH33_OreAC_F_Day_072924A_1,69,119,1.9544,1.3508,0.9502,0.0,0.0509
ZH33,OreAC,F,Day,072924A,3,ZH33_OreAC_F_Day_072924A_2,83,133,2.2408,7.1747,0.9733,0.0,0.042
ZH33,OreAC,F,Day,072924A,3,ZH33_OreAC_F_Day_072924A_3,78,128,1.7638,3.1295,0.9759,0.0,0.0313
ZH33,OreAC,F,Day,072924A,3,ZH33_OreAC_F_Day_072924A_4,92,142,2.5922,-14.2013,0.9842,0.0,0.037000000000000005
ZH33,OreAC,F,Day,072924A,3,ZH33_OreAC_F_Day_072924A_5,84,134,2.2217,-26.2741,0.9844,0.0,0.0315
ZH33,OreAC,F,Day,072924A,3,ZH33_OreAC_F_Day_072924A_6,69,119,2.0918,-6.3588,0.9781,0.0,0.0353
ZH33,OreAC,F,Day,072924A,3,ZH33_OreAC_F_Day_072924A_all,82,132,2.074,-1.758,0.9947,0.0,0.0171
ZH33,OreAC,M,Day,072924A,1,ZH33_OreAC_M_Day_072924A_1,65,115,3.3777,2.6789,0.9891,0.0,0.0398
ZH33,OreAC,M,Day,072924A,1,ZH33_OreAC_M_Day_072924A_2,15,65,2.4694,64.6056,0.9867,0.0,0.0323
ZH33,OreAC,M,Day,072924A,1,ZH33_OreAC_M_Day_072924A_3,84,134,2.3717,19.3806,0.9872,0.0,0.0304
ZH33,OreAC,M,Day,072924A,1,ZH33_OreAC_M_Day_072924A_4,85,135,3.573,-28.8594,0.9882,0.0,0.0439
ZH33,OreAC,M,Day,072924A,1,ZH33_OreAC_M_Day_072924A_5,47,97,3.6023,10.3897,0.9959,0.0,0.0261
ZH33,OreAC,M,Day,072924A,1,ZH33_OreAC_M_Day_072924A_6,49,99,3.1711,14.6247,0.9887,0.0,0.0382
ZH33,OreAC,M,Day,072924A,1,ZH33_OreAC_M_Day_072924A_all,22,72,2.4912,41.283,0.997,0.0,0.0154
ZH33,OreAC,M,Day,072924A,2,ZH33_OreAC_M_Day_072924A_1,76,126,3.0555,-53.958,0.9869,0.0,0.0396
ZH33,OreAC,M,Day,072924A,2,ZH33_OreAC_M_Day_072924A_2,68,118,2.4543,-4.4025,0.971,0.0,0.048
ZH33,OreAC,M,Day,072924A,2,ZH33_OreAC_M_Day_072924A_3,65,115,2.0335,-3.7065,0.9865,0.0,0.0268
ZH33,OreAC,M,Day,072924A,2,ZH33_OreAC_M_Day_072924A_4,80,130,2.0986,2.7583,0.9406,0.0,0.0601
ZH33,OreAC,M,Day,072924A,2,ZH33_OreAC_M_Day_072924A_5,92,142,3.109,-48.8101,0.9796,0.0,0.0506
ZH33,OreAC,M,Day,072924A,2,ZH33_OreAC_M_Day_072924A_6,64,114,2.7194,-37.4736,0.9861,0.0,0.0364
ZH33,OreAC,M,Day,072924A,2,ZH33_OreAC_M_Day_072924A_all,82,132,2.7623,-34.0853,0.9929,0.0,0.0262
ZH33,OreAC,M,Day,072924A,3,ZH33_OreAC_M_Day_072924A_1,46,96,4.3259,-21.5078,0.992,0.0,0.0436
ZH33,OreAC,M,Day,072924A,3,ZH33_OreAC_M_Day_072924A_2,28,78,2.7128,42.5472,0.9918,0.0,0.0278
ZH33,OreAC,M,Day,072924A,3,ZH33_OreAC_M_Day_072924A_3,38,88,2.4426,28.0399,0.9897,0.0,0.0281
ZH33,OreAC,M,Day,072924A,3,ZH33_OreAC_M_Day_072924A_4,34,84,2.8593,28.8528,0.9936,0.0,0.0258
ZH33,OreAC,M,Day,072924A,3,ZH33_OreAC_M_Day_072924A_5,46,96,3.7921,15.1014,0.9886,0.0,0.0459
ZH33,OreAC,M,Day,072924A,3,ZH33_OreAC_M_Day_072924A_6,53,103,3.9798,-21.8384,0.9951,0.0,0.0314
ZH33,OreAC,M,Day,072924A,3,ZH33_OreAC_M_Day_072924A_all,44,94,3.307,14.72,0.9966,0.0,0.0216
ZH33,OreAR,F,Day,072924A,1,ZH33_OreAR_F_Day_072924A_1,90,140,3.2485,-59.0075,0.9864,0.0,0.043
ZH33,OreAR,F,Day,072924A,1,ZH33_OreAR_F_Day_072924A_2,70,120,2.6125,17.8038,0.9851,0.0,0.0361
ZH33,OreAR,F,Day,072924A,1,ZH33_OreAR_F_Day_072924A_3,51,101,2.1775,25.581999999999997,0.9879,0.0,0.0271
ZH33,OreAR,F,Day,072924A,1,ZH33_OreAR_F_Day_072924A_4,26,76,1.591,62.2267,0.9775,0.0,0.0273
ZH33,OreAR,F,Day,072924A,1,ZH33_OreAR_F_Day_072924A_5,20,70,2.0583,47.4287,0.9786,0.0,0.0343
ZH33,OreAR,F,Day,072924A,1,ZH33_OreAR_F_Day_072924A_6,26,76,2.7749,28.4598,0.9878,0.0,0.0347
ZH33,OreAR,F,Day,072924A,1,ZH33_OreAR_F_Day_072924A_all,30,80,1.7525,49.4967,0.9956,0.0,0.0131
ZH33,OreAR,F,Day,072924A,2,ZH33_OreAR_F_Day_072924A_1,25,75,1.2506,14.2119,0.9667,0.0,0.0263
ZH33,OreAR,F,Day,072924A,2,ZH33_OreAR_F_Day_072924A_2,36,86,2.0048,18.074,0.9904,0.0,0.0222
ZH33,OreAR,F,Day,072924A,2,ZH33_OreAR_F_Day_072924A_3,81,131,2.0704,-15.6238,0.9886,0.0,0.025
ZH33,OreAR,F,Day,072924A,2,ZH33_OreAR_F_Day_072924A_4,79,129,3.283,-54.6811,0.9858,0.0,0.0444
ZH33,OreAR,F,Day,072924A,2,ZH33_OreAR_F_Day_072924A_5,49,99,2.2309,3.2623,0.9751,0.0,0.0403
ZH33,OreAR,F,Day,072924A,2,ZH33_OreAR_F_Day_072924A_6,20,70,2.3877,14.187999999999999,0.9867,0.0,0.0313
ZH33,OreAR,F,Day,072924A,2,ZH33_OreAR_F_Day_072924A_all,46,96,1.8261,14.3948,0.9951,0.0,0.0144
ZH33,OreAR,F,Day,072924A,3,ZH33_OreAR_F_Day_072924A_1,82,132,1.4377,11.802,0.961,0.0,0.0328
ZH33,OreAR,F,Day,072924A,3,ZH33_OreAR_F_Day_072924A_2,69,119,2.0374,3.7481,0.9778,0.0,0.0347
ZH33,OreAR,F,Day,072924A,3,ZH33_OreAR_F_Day_072924A_3,58,108,1.204,15.3024,0.9646,0.0,0.0261
ZH33,OreAR,F,Day,072924A,3,ZH33_OreAR_F_Day_072924A_4,88,138,2.1751,-27.8034,0.9639,0.0,0.0477
ZH33,OreAR,F,Day,072924A,3,ZH33_OreAR_F_Day_072924A_5,85,135,1.7581,-22.4914,0.9779,0.0,0.0298
ZH33,OreAR,F,Day,072924A,3,ZH33_OreAR_F_Day_072924A_6,52,102,1.8095,3.498,0.9755,0.0,0.0324
ZH33,OreAR,F,Day,072924A,3,ZH33_OreAR_F_Day_072924A_all,81,131,1.8936,-10.5588,0.99,0.0,0.0214
ZH33,OreAR,M,Day,072924A,1,ZH33_OreAR_M_Day_072924A_1,25,75,0.6615,42.5181,0.7412,0.0,0.0475
ZH33,OreAR,M,Day,072924A,1,ZH33_OreAR_M_Day_072924A_2,33,83,1.7557,42.8059,0.9513,0.0,0.0452
ZH33,OreAR,M,Day,072924A,1,ZH33_OreAR_M_Day_072924A_3,60,110,2.6910000000000003,13.6931,0.9718,0.0,0.0519
ZH33,OreAR,M,Day,072924A,1,ZH33_OreAR_M_Day_072924A_4,40,90,1.7455,50.6023,0.9559,0.0,0.0425
ZH33,OreAR,M,Day,072924A,1,ZH33_OreAR_M_Day_072924A_5,24,74,0.5828,53.4017,0.8752,0.0,0.0256
ZH33,OreAR,M,Day,072924A,1,ZH33_OreAR_M_Day_072924A_6,92,142,3.9145,-68.4432,0.9591,0.0,0.0917
ZH33,OreAR,M,Day,072924A,1,ZH33_OreAR_M_Day_072924A_all,28,78,1.2890000000000001,55.055,0.976,0.0,0.0228
ZH33,OreAR,M,Day,072924A,2,ZH33_OreAR_M_Day_072924A_1,8,58,0.938,37.9922,0.9546,0.0,0.0232
ZH33,OreAR,M,Day,072924A,2,ZH33_OreAR_M_Day_072924A_2,33,83,1.6691,33.5091,0.9633,0.0,0.0369
ZH33,OreAR,M,Day,072924A,2,ZH33_OreAR_M_Day_072924A_3,50,100,2.8071,-4.7766,0.9812,0.0,0.0438
ZH33,OreAR,M,Day,072924A,2,ZH33_OreAR_M_Day_072924A_4,88,138,2.9183,-24.5513,0.9294,0.0,0.092
ZH33,OreAR,M,Day,072924A,2,ZH33_OreAR_M_Day_072924A_5,57,107,1.357,13.8904,0.9788,0.0,0.0225
ZH33,OreAR,M,Day,072924A,2,ZH33_OreAR_M_Day_072924A_6,79,129,3.2746,-50.451,0.9715,0.0,0.0634
ZH33,OreAR,M,Day,072924A,2,ZH33_OreAR_M_Day_072924A_all,62,112,1.4945,36.6816,0.9844,0.0,0.0212
ZH33,OreAR,M,Day,072924A,3,ZH33_OreAR_M_Day_072924A_1,30,80,0.5285,45.7157,0.7954,0.0,0.032
ZH33,OreAR,M,Day,072924A,3,ZH33_OreAR_M_Day_072924A_2,52,102,0.9252,44.4843,0.9629,0.0,0.0206
ZH33,OreAR,M,Day,072924A,3,ZH33_OreAR_M_Day_072924A_3,88,138,3.9935,-84.90899999999999,0.9948,0.0,0.0323
ZH33,OreAR,M,Day,072924A,3,ZH33_OreAR_M_Day_072924A_4,55,105,1.4263,39.7412,0.945,0.0,0.0392
ZH33,OreAR,M,Day,072924A,3,ZH33_OreAR_M_Day_072924A_5,70,120,0.6854,46.2432,0.8291,0.0,0.0367
ZH33,OreAR,M,Day,072924A,3,ZH33_OreAR_M_Day_072924A_6,84,134,2.7344,-42.9895,0.98,0.0,0.0441
ZH33,OreAR,M,Day,072924A,3,ZH33_OreAR_M_Day_072924A_all,51,101,0.9907,45.2981,0.9897,0.0,0.0114
ZW133,375AC,F,Day,072924A,1,ZW133_375AC_F_Day_072924A_1,82,132,3.2449,-8.7113,0.9883,0.0,0.0398
ZW133,375AC,F,Day,072924A,1,ZW133_375AC_F_Day_072924A_2,82,132,3.0967,-29.0907,0.9859,0.0,0.0417
ZW133,375AC,F,Day,072924A,1,ZW133_375AC_F_Day_072924A_3,63,113,3.8401,-32.6398,0.9947,0.0,0.0314
ZW133,375AC,F,Day,072924A,1,ZW133_375AC_F_Day_072924A_4,88,138,3.6085,-42.8446,0.9873,0.0,0.0461
ZW133,375AC,F,Day,072924A,1,ZW133_375AC_F_Day_072924A_5,91,141,2.9203,-0.8204,0.988,0.0,0.0363
ZW133,375AC,F,Day,072924A,1,ZW133_375AC_F_Day_072924A_6,49,99,3.1302,-9.6665,0.9851,0.0,0.0433
ZW133,375AC,F,Day,072924A,1,ZW133_375AC_F_Day_072924A_all,64,114,2.8224,3.9546,0.9981,0.0,0.0139
ZW133,375AC,F,Day,072924A,2,ZW133_375AC_F_Day_072924A_1,36,86,3.3332,16.5188,0.9732,0.0,0.0625
ZW133,375AC,F,Day,072924A,2,ZW133_375AC_F_Day_072924A_2,62,112,3.3583,31.3519,0.9990000000000001,0.0,0.0119
ZW133,375AC,F,Day,072924A,2,ZW133_375AC_F_Day_072924A_3,70,120,3.0391,2.1641,0.9896,0.0,0.0351
ZW133,375AC,F,Day,072924A,2,ZW133_375AC_F_Day_072924A_4,67,117,3.4871,-5.5227,0.9869,0.0,0.0453
ZW133,375AC,F,Day,072924A,2,ZW133_375AC_F_Day_072924A_5,24,74,3.6583,14.5697,0.9912,0.0,0.0387
ZW133,375AC,F,Day,072924A,2,ZW133_375AC_F_Day_072924A_6,92,142,2.7365,-1.9992,0.9867,0.0,0.0358
ZW133,375AC,F,Day,072924A,2,ZW133_375AC_F_Day_072924A_all,38,88,3.0375,21.49,0.9955,0.0,0.0229
ZW133,375AC,F,Day,072924A,3,ZW133_375AC_F_Day_072924A_1,4,54,2.2741,77.84100000000001,0.9804,0.0,0.0363
ZW133,375AC,F,Day,072924A,3,ZW133_375AC_F_Day_072924A_2,0,50,2.3924,73.9897,0.9892,0.0,0.0282
ZW133,375AC,F,Day,072924A,3,ZW133_375AC_F_Day_072924A_3,22,72,2.2082,76.1692,0.9890000000000001,0.0,0.0262
ZW133,375AC,F,Day,072924A,3,ZW133_375AC_F_Day_072924A_4,4,54,2.8507,82.8535,0.981,0.0,0.0448
ZW133,375AC,F,Day,072924A,3,ZW133_375AC_F_Day_072924A_5,34,84,2.6917,61.7591,0.9603,0.0,0.0621
ZW133,375AC,F,Day,072924A,3,ZW133_375AC_F_Day_072924A_6,2,52,1.9634,65.959,0.9798,0.0,0.0318
ZW133,375AC,F,Day,072924A,3,ZW133_375AC_F_Day_072924A_all,4,54,2.187,78.5663,0.9935,0.0,0.0199
ZW133,375AC,M,Day,072924A,1,ZW133_375AC_M_Day_072924A_1,3,53,3.4004,49.4541,0.985,0.0,0.0473
ZW133,375AC,M,Day,072924A,1,ZW133_375AC_M_Day_072924A_2,11,61,3.9049,46.8628,0.9826,0.0,0.0586
ZW133,375AC,M,Day,072924A,1,ZW133_375AC_M_Day_072924A_3,13,63,3.1581,62.8381,0.9768,0.0,0.055
ZW133,375AC,M,Day,072924A,1,ZW133_375AC_M_Day_072924A_4,29,79,2.9309,61.2743,0.9913,0.0,0.0309
ZW133,375AC,M,Day,072924A,1,ZW133_375AC_M_Day_072924A_5,48,98,3.1118,99.9406,0.9915,0.0,0.0323
ZW133,375AC,M,Day,072924A,1,ZW133_375AC_M_Day_072924A_6,12,62,3.9359,48.3548,0.9888,0.0,0.0472
ZW133,375AC,M,Day,072924A,1,ZW133_375AC_M_Day_072924A_all,13,63,3.2186,65.2601,0.9957,0.0,0.0237
ZW133,375AC,M,Day,072924A,2,ZW133_375AC_M_Day_072924A_1,18,68,2.8514,40.7755,0.9796,0.0,0.0465
ZW133,375AC,M,Day,072924A,2,ZW133_375AC_M_Day_072924A_2,87,137,3.9699,-9.5015,0.9859,0.0,0.0534
ZW133,375AC,M,Day,072924A,2,ZW133_375AC_M_Day_072924A_3,60,110,2.3303,36.0516,0.9825,0.0,0.0351
ZW133,375AC,M,Day,072924A,2,ZW133_375AC_M_Day_072924A_4,49,99,2.4167,33.1133,0.9743,0.0,0.0443
ZW133,375AC,M,Day,072924A,2,ZW133_375AC_M_Day_072924A_5,10,60,2.9585,72.8224,0.9754,0.0,0.053
ZW133,375AC,M,Day,072924A,2,ZW133_375AC_M_Day_072924A_6,12,62,2.3726,67.6047,0.9906,0.0,0.0261
ZW133,375AC,M,Day,072924A,2,ZW133_375AC_M_Day_072924A_all,0,50,1.6954,77.0643,0.9898,0.0,0.0193
ZW133,375AC,M,Day,072924A,3,ZW133_375AC_M_Day_072924A_1,39,89,2.6143,24.2161,0.9721,0.0,0.0501
ZW133,375AC,M,Day,072924A,3,ZW133_375AC_M_Day_072924A_2,0,50,2.7697,54.4537,0.9789,0.0,0.0459
ZW133,375AC,M,Day,072924A,3,ZW133_375AC_M_Day_072924A_3,21,71,3.4051,61.3489,0.9734,0.0,0.0636
ZW133,375AC,M,Day,072924A,3,ZW133_375AC_M_Day_072924A_4,50,100,3.7046,-4.985,0.9681,0.0,0.0761
ZW133,375AC,M,Day,072924A,3,ZW133_375AC_M_Day_072924A_5,32,82,3.0152,41.3463,0.9897,0.0,0.0346
ZW133,375AC,M,Day,072924A,3,ZW133_375AC_M_Day_072924A_6,18,68,2.0164,105.4891,0.9449,0.0,0.0554
ZW133,375AC,M,Day,072924A,3,ZW133_375AC_M_Day_072924A_all,13,63,2.1658,68.2082,0.9912,0.0,0.023
ZW133,375AR,F,Day,072924A,1,ZW133_375AR_F_Day_072924A_1,85,135,4.1602,-68.4336,0.9691,0.0,0.0841
ZW133,375AR,F,Day,072924A,1,ZW133_375AR_F_Day_072924A_2,24,74,4.2316,45.8594,0.9901,0.0,0.0476
ZW133,375AR,F,Day,072924A,1,ZW133_375AR_F_Day_072924A_3,8,58,2.5488,82.6078,0.9816,0.0,0.0393
ZW133,375AR,F,Day,072924A,1,ZW133_375AR_F_Day_072924A_4,69,119,3.4502,26.888,0.9822,0.0,0.0523
ZW133,375AR,F,Day,072924A,1,ZW133_375AR_F_Day_072924A_5,14,64,1.7033,74.4877,0.9449,0.0,0.0468
ZW133,375AR,F,Day,072924A,1,ZW133_375AR_F_Day_072924A_6,78,128,3.5458,14.4401,0.9874,0.0,0.0452
ZW133,375AR,F,Day,072924A,1,ZW133_375AR_F_Day_072924A_all,16,66,2.2381,75.6432,0.9929,0.0,0.0213
ZW133,375AR,F,Day,072924A,2,ZW133_375AR_F_Day_072924A_1,45,95,2.3593,30.0207,0.9508,0.0,0.061
ZW133,375AR,F,Day,072924A,2,ZW133_375AR_F_Day_072924A_2,40,90,3.7969,-3.8842,0.9868,0.0,0.0494
ZW133,375AR,F,Day,072924A,2,ZW133_375AR_F_Day_072924A_3,11,61,3.5159,39.8823,0.9935,0.0,0.032
ZW133,375AR,F,Day,072924A,2,ZW133_375AR_F_Day_072924A_4,37,87,2.2973,39.7755,0.9866,0.0,0.0302
ZW133,375AR,F,Day,072924A,2,ZW133_375AR_F_Day_072924A_5,31,81,2.1645,41.9349,0.9516,0.0,0.0555
ZW133,375AR,F,Day,072924A,2,ZW133_375AR_F_Day_072924A_6,18,68,2.7027,48.5025,0.9761,0.0,0.0478
ZW133,375AR,F,Day,072924A,2,ZW133_375AR_F_Day_072924A_all,23,73,2.2837,48.5172,0.9956,0.0,0.0171
ZW133,375AR,F,Day,072924A,3,ZW133_375AR_F_Day_072924A_1,58,108,3.2506,18.343,0.9833,0.0,0.0478
ZW133,375AR,F,Day,072924A,3,ZW133_375AR_F_Day_072924A_2,11,61,3.1334,79.2764,0.9693,0.0,0.0631
ZW133,375AR,F,Day,072924A,3,ZW133_375AR_F_Day_072924A_3,91,141,2.8427,53.7093,0.9565,0.0,0.0688
ZW133,375AR,F,Day,072924A,3,ZW133_375AR_F_Day_072924A_4,2,52,2.2718,96.7877,0.9579,0.0,0.0541
ZW133,375AR,F,Day,072924A,3,ZW133_375AR_F_Day_072924A_5,43,93,1.744,82.5177,0.9520000000000001,0.0,0.0445
ZW133,375AR,F,Day,072924A,3,ZW133_375AR_F_Day_072924A_6,26,76,2.4901,57.7778,0.9875,0.0,0.0315
ZW133,375AR,F,Day,072924A,3,ZW133_375AR_F_Day_072924A_all,54,104,2.0806,83.6942,0.9932,0.0,0.0194
ZW133,375AR,M,Day,072924A,1,ZW133_375AR_M_Day_072924A_1,35,85,4.0126,26.6782,0.9862,0.0,0.0535
ZW133,375AR,M,Day,072924A,1,ZW133_375AR_M_Day_072924A_2,32,82,3.2396,40.5508,0.9844,0.0,0.0459
ZW133,375AR,M,Day,072924A,1,ZW133_375AR_M_Day_072924A_3,92,142,3.3277,-0.5822,0.9588,0.0,0.0782
ZW133,375AR,M,Day,072924A,1,ZW133_375AR_M_Day_072924A_4,60,110,3.659,17.4173,0.9964,0.0,0.0247
ZW133,375AR,M,Day,072924A,1,ZW133_375AR_M_Day_072924A_5,82,132,4.0435,-23.2389,0.9796,0.0,0.0658
ZW133,375AR,M,Day,072924A,1,ZW133_375AR_M_Day_072924A_6,83,133,3.6311,11.503,0.986,0.0,0.0487
ZW133,375AR,M,Day,072924A,1,ZW133_375AR_M_Day_072924A_all,21,71,2.8723,65.3173,0.9918,0.0,0.0294
ZW133,375AR,M,Day,072924A,2,ZW133_375AR_M_Day_072924A_1,43,93,3.0514,50.183,0.987,0.0,0.0394
ZW133,375AR,M,Day,072924A,2,ZW133_375AR_M_Day_072924A_2,2,52,3.8734,88.9116,0.9835,0.0,0.0566
ZW133,375AR,M,Day,072924A,2,ZW133_375AR_M_Day_072924A_3,69,119,1.6837,81.4916,0.9145,0.0,0.0591
ZW133,375AR,M,Day,072924A,2,ZW133_375AR_M_Day_072924A_4,5,55,2.3323,56.0253,0.9729,0.0,0.044000000000000004
ZW133,375AR,M,Day,072924A,2,ZW133_375AR_M_Day_072924A_5,20,70,3.9164,52.8343,0.9839,0.0,0.0565
ZW133,375AR,M,Day,072924A,2,ZW133_375AR_M_Day_072924A_6,14,64,2.7778,56.9124,0.9853,0.0,0.0382
ZW133,375AR,M,Day,072924A,2,ZW133_375AR_M_Day_072924A_all,17,67,2.8278,70.286,0.995,0.0,0.0225
ZW133,375AR,M,Day,072924A,3,ZW133_375AR_M_Day_072924A_1,91,141,2.5151,44.8298,0.9647,0.0,0.0545
ZW133,375AR,M,Day,072924A,3,ZW133_375AR_M_Day_072924A_2,20,70,2.2826,45.006,0.9777,0.0,0.0389
ZW133,375AR,M,Day,072924A,3,ZW133_375AR_M_Day_072924A_3,30,80,2.7176,49.3665,0.9691,0.0,0.0549
ZW133,375AR,M,Day,072924A,3,ZW133_375AR_M_Day_072924A_4,58,108,3.4808,-2.8944,0.9848,0.0,0.0487
ZW133,375AR,M,Day,072924A,3,ZW133_375AR_M_Day_072924A_5,33,83,3.2017,57.8166,0.9592,0.0,0.0749
ZW133,375AR,M,Day,072924A,3,ZW133_375AR_M_Day_072924A_6,36,86,2.8298,15.7047,0.9865,0.0,0.0372
ZW133,375AR,M,Day,072924A,3,ZW133_375AR_M_Day_072924A_all,31,81,2.6303,45.0328,0.9914,0.0,0.0275
ZW133,OreAC,F,Day,072924A,1,ZW133_OreAC_F_Day_072924A_1,92,142,2.7815,-18.8754,0.9847,0.0,0.039
ZW133,OreAC,F,Day,072924A,1,ZW133_OreAC_F_Day_072924A_2,76,126,2.1571,-19.0198,0.9947,0.0,0.0176
ZW133,OreAC,F,Day,072924A,1,ZW133_OreAC_F_Day_072924A_3,86,136,2.6525,-18.3649,0.958,0.0,0.063
ZW133,OreAC,F,Day,072924A,1,ZW133_OreAC_F_Day_072924A_4,91,141,1.892,18.4057,0.9828,0.0,0.0282
ZW133,OreAC,F,Day,072924A,1,ZW133_OreAC_F_Day_072924A_5,69,119,1.557,-8.7894,0.9755,0.0,0.0278
ZW133,OreAC,F,Day,072924A,1,ZW133_OreAC_F_Day_072924A_6,76,126,2.4388,-10.3575,0.9884,0.0,0.0298
ZW133,OreAC,F,Day,072924A,1,ZW133_OreAC_F_Day_072924A_all,80,130,2.1515,-3.8877,0.9954,0.0,0.0164
ZW133,OreAC,F,Day,072924A,2,ZW133_OreAC_F_Day_072924A_1,49,99,2.2851,3.5639999999999996,0.986,0.0,0.0306
ZW133,OreAC,F,Day,072924A,2,ZW133_OreAC_F_Day_072924A_2,13,63,1.548,41.8535,0.9419,0.0,0.0438
ZW133,OreAC,F,Day,072924A,2,ZW133_OreAC_F_Day_072924A_3,74,124,2.8606,-35.5322,0.9921,0.0,0.0287
ZW133,OreAC,F,Day,072924A,2,ZW133_OreAC_F_Day_072924A_4,18,68,1.4186,23.4782,0.9783,0.0,0.0238
ZW133,OreAC,F,Day,072924A,2,ZW133_OreAC_F_Day_072924A_5,37,87,1.2897,40.6303,0.9615,0.0,0.0293
ZW133,OreAC,F,Day,072924A,2,ZW133_OreAC_F_Day_072924A_6,0,50,1.3651,23.5146,0.9837,0.0,0.0198
ZW133,OreAC,F,Day,072924A,2,ZW133_OreAC_F_Day_072924A_all,72,122,1.7987,19.8652,0.9918,0.0,0.0185
ZW133,OreAC,F,Day,072924A,3,ZW133_OreAC_F_Day_072924A_1,89,139,1.8061,9.4346,0.9748,0.0,0.0328
ZW133,OreAC,F,Day,072924A,3,ZW133_OreAC_F_Day_072924A_2,45,95,1.7654,31.4098,0.9482,0.0,0.047
ZW133,OreAC,F,Day,072924A,3,ZW133_OreAC_F_Day_072924A_3,92,142,2.9691,-41.5652,0.9763,0.0,0.0522
ZW133,OreAC,F,Day,072924A,3,ZW133_OreAC_F_Day_072924A_4,82,132,1.1813,15.0549,0.9766,0.0,0.0207
ZW133,OreAC,F,Day,072924A,3,ZW133_OreAC_F_Day_072924A_5,28,78,1.0571,42.8608,0.9539,0.0,0.0264
ZW133,OreAC,F,Day,072924A,3,ZW133_OreAC_F_Day_072924A_6,29,79,2.5832,0.8486,0.9811,0.0,0.0404
ZW133,OreAC,F,Day,072924A,3,ZW133_OreAC_F_Day_072924A_all,45,95,1.5415,27.8832,0.9944,0.0,0.0131
ZW133,OreAC,M,Day,072924A,1,ZW133_OreAC_M_Day_072924A_1,48,98,3.8536,-31.4918,0.9974,0.0,0.0223
ZW133,OreAC,M,Day,072924A,1,ZW133_OreAC_M_Day_072924A_2,40,90,4.289,6.4061,0.9928,0.0,0.0412
ZW133,OreAC,M,Day,072924A,1,ZW133_OreAC_M_Day_072924A_3,92,142,3.0269,34.35,0.9492,0.0,0.0796
ZW133,OreAC,M,Day,072924A,1,ZW133_OreAC_M_Day_072924A_4,26,76,2.7578,36.3433,0.9687,0.0,0.0561
ZW133,OreAC,M,Day,072924A,1,ZW133_OreAC_M_Day_072924A_5,33,83,2.4413,6.9733,0.9925,0.0,0.0239
ZW133,OreAC,M,Day,072924A,1,ZW133_OreAC_M_Day_072924A_6,69,119,3.1504,13.7415,0.9961,0.0,0.0222
ZW133,OreAC,M,Day,072924A,1,ZW133_OreAC_M_Day_072924A_all,34,84,2.9727,23.8543,0.9963,0.0,0.0203
ZW133,OreAC,M,Day,072924A,2,ZW133_OreAC_M_Day_072924A_1,54,104,1.9899,30.6331,0.9726,0.0,0.0377
ZW133,OreAC,M,Day,072924A,2,ZW133_OreAC_M_Day_072924A_2,91,141,3.695,-15.0447,0.9871,0.0,0.0476
ZW133,OreAC,M,Day,072924A,2,ZW133_OreAC_M_Day_072924A_3,55,105,2.0821,62.382,0.9313,0.0,0.0646
ZW133,OreAC,M,Day,072924A,2,ZW133_OreAC_M_Day_072924A_4,76,126,3.0937,-4.7116,0.9738,0.0,0.0573
ZW133,OreAC,M,Day,072924A,2,ZW133_OreAC_M_Day_072924A_5,80,130,3.6866,-11.187999999999999,0.9926,0.0,0.0359
ZW133,OreAC,M,Day,072924A,2,ZW133_OreAC_M_Day_072924A_6,54,104,3.4231,73.1249,0.9854,0.0,0.0469
ZW133,OreAC,M,Day,072924A,2,ZW133_OreAC_M_Day_072924A_all,51,101,2.5931,42.5318,0.9956,0.0,0.0194
ZW133,OreAC,M,Day,072924A,3,ZW133_OreAC_M_Day_072924A_1,70,120,2.3848,-27.0886,0.9898,0.0,0.0272
ZW133,OreAC,M,Day,072924A,3,ZW133_OreAC_M_Day_072924A_2,41,91,2.2109,18.5658,0.9908,0.0,0.024
ZW133,OreAC,M,Day,072924A,3,ZW133_OreAC_M_Day_072924A_3,65,115,2.7560000000000002,-20.0912,0.9863,0.0,0.0365
ZW133,OreAC,M,Day,072924A,3,ZW133_OreAC_M_Day_072924A_4,65,115,2.2322,-23.3168,0.9946,0.0,0.0185
ZW133,OreAC,M,Day,072924A,3,ZW133_OreAC_M_Day_072924A_5,92,142,2.8564,-44.015,0.9689,0.0,0.0579
ZW133,OreAC,M,Day,072924A,3,ZW133_OreAC_M_Day_072924A_6,57,107,3.4308,-18.6531,0.9811,0.0,0.0538
ZW133,OreAC,M,Day,072924A,3,ZW133_OreAC_M_Day_072924A_all,65,115,2.5533,-11.8866,0.9981,0.0,0.0124
ZW133,OreAR,F,Day,072924A,1,ZW133_OreAR_F_Day_072924A_1,43,93,1.7995,25.6768,0.9592,0.0,0.0421
