Mito,Nuc,Sex,Rep,Slope,Build,Vial,Set,Treatment,Stock,Set_adj,Pos_adj,Y_adj
Bei59,375,F,1,1.9372,A,3,9,Rotenone,29A,2.54378333333333,2.28314493771958,1.67656160438625
Bei59,375,F,1,3.1243,A,4,9,Rotenone,29A,2.54378333333333,2.28314493771958,2.86366160438625
Bei59,375,F,1,2.8867,A,5,9,Rotenone,29A,2.54378333333333,2.28314493771958,2.62606160438625
Bei59,375,F,1,3.0875,A,6,9,Rotenone,29A,2.54378333333333,2.28314493771958,2.82686160438625
Bei59,375,F,2,2.5508,A,1,9,Rotenone,29A,2.54378333333333,2.28314493771958,2.29016160438625
Bei59,375,F,2,2.7133,A,2,9,Rotenone,29A,2.54378333333333,2.28314493771958,2.45266160438625
Bei59,375,F,2,1.6846,A,3,9,Rotenone,29A,2.54378333333333,2.28314493771958,1.42396160438625
Bei59,375,F,2,2.9621,A,4,9,Rotenone,29A,2.54378333333333,2.28314493771958,2.70146160438625
Bei59,375,F,2,2.457,A,5,9,Rotenone,29A,2.54378333333333,2.28314493771958,2.19636160438625
Bei59,375,F,2,2.5704,A,6,9,Rotenone,29A,2.54378333333333,2.28314493771958,2.30976160438625
Bei59,375,F,3,3.3327,A,1,9,Rotenone,29A,2.54378333333333,2.28314493771958,3.07206160438625
Bei59,375,F,3,3.3962,A,2,9,Rotenone,29A,2.54378333333333,2.28314493771958,3.13556160438625
Bei59,375,F,3,2.1319,A,3,9,Rotenone,29A,2.54378333333333,2.28314493771958,1.87126160438625
Bei59,375,F,3,2.6024,A,4,9,Rotenone,29A,2.54378333333333,2.28314493771958,2.34176160438625
Bei59,375,F,3,3.3703,A,5,9,Rotenone,29A,2.54378333333333,2.28314493771958,3.10966160438625
Bei59,375,F,3,3.4461,A,6,9,Rotenone,29A,2.54378333333333,2.28314493771958,3.18546160438625
Bei59,375,M,1,2.9257,A,1,9,Rotenone,29A,2.86324861111111,2.80163090211132,2.86408229100021
Bei59,375,M,1,3.6511,A,2,9,Rotenone,29A,2.86324861111111,2.80163090211132,3.58948229100021
Bei59,375,M,1,3.5602,A,3,9,Rotenone,29A,2.86324861111111,2.80163090211132,3.49858229100021
Bei59,375,M,1,4.1272,A,4,9,Rotenone,29A,2.86324861111111,2.80163090211132,4.06558229100021
Bei59,375,M,1,3.2659,A,5,9,Rotenone,29A,2.86324861111111,2.80163090211132,3.20428229100021
Bei59,375,M,1,2.3481,A,6,9,Rotenone,29A,2.86324861111111,2.80163090211132,2.28648229100021
Bei59,375,M,2,3.2049,A,1,9,Rotenone,29A,2.86324861111111,2.80163090211132,3.14328229100021
